year,month,day,individualCount,stateProvince,decimalLongitude,decimalLatitude
2022,12,22,1,New South Wales,152.063966,-32.706586
2021,5,9,1,New South Wales,150.60918,-34.420654
2020,9,7,1,New South Wales,153.245128,-28.891406
2021,3,8,1,New South Wales,150.604298,-34.438851
2021,4,28,1,New South Wales,150.616839,-34.42944
2020,12,9,1,New South Wales,153.300206,-28.886464
2022,10,4,1,New South Wales,152.910638,-31.465376
2021,6,21,1,New South Wales,150.519909,-34.452619
2021,7,31,1,New South Wales,150.518573,-34.435599
2021,6,17,1,New South Wales,150.521168,-34.4656
2021,7,10,1,New South Wales,150.640933,-34.393278
2020,5,8,1,New South Wales,150.03915,-34.91121
2021,12,29,1,New South Wales,152.146989,-32.120969
2023,1,18,1,New South Wales,152.787249,-31.636669
2021,6,2,1,New South Wales,150.639788,-34.39917
2021,5,27,1,New South Wales,150.51605,-34.449521
2021,4,25,1,New South Wales,150.615886,-34.436192
2022,12,22,1,New South Wales,150.784467,-34.192201
2020,11,3,1,New South Wales,153.335449,-28.872021
2021,12,3,1,New South Wales,153.360098,-28.677843
2020,11,6,1,New South Wales,150.010074,-36.579686
2021,6,1,1,New South Wales,150.626112,-34.390467
2021,4,22,1,New South Wales,150.637372,-34.420517
2021,10,29,1,New South Wales,152.996446,-30.413154
2023,8,13,1,New South Wales,152.164217,-31.602615
2021,3,13,1,New South Wales,153.103688,-29.485702
2021,4,20,1,New South Wales,150.636333,-34.485562
2021,6,25,1,New South Wales,150.604997,-34.43762
2021,7,24,1,New South Wales,150.901403,-33.998514
2021,4,29,1,New South Wales,150.619075,-34.400869
2023,11,22,1,New South Wales,150.785137,-33.713066
2024,1,31,1,New South Wales,152.298885,-31.945394
2022,9,19,1,New South Wales,150.791721,-34.155007
2024,4,23,1,New South Wales,152.426741,-31.944525
2020,12,9,1,New South Wales,153.300206,-28.886464
2024,5,23,1,New South Wales,152.063821,-32.706659
2020,10,2,1,New South Wales,152.467894,-31.950763
2022,8,4,1,New South Wales,152.877483,-31.489975
2021,6,17,1,New South Wales,150.630267,-34.42092
2024,2,8,1,New South Wales,150.785632,-33.714005
2020,9,6,1,New South Wales,153.103633,-29.485488
2020,1,10,1,New South Wales,151.19568,-29.78683
2023,1,23,1,New South Wales,153.31159,-28.822311
2021,6,22,1,New South Wales,150.520295,-34.46569
2021,5,16,1,New South Wales,150.516298,-34.449607
2021,4,30,1,New South Wales,150.603633,-34.427469
2021,5,4,1,New South Wales,150.60661,-34.457738
2020,10,23,1,New South Wales,149.984303,-36.560469
2021,5,2,1,New South Wales,150.519877,-34.466556
2021,7,21,1,New South Wales,150.600422,-34.419121
2021,8,7,1,New South Wales,150.641012,-34.397048
2020,2,7,1,New South Wales,153.103859,-29.485417
2022,2,26,1,New South Wales,153.326455,-28.835219
2021,4,18,1,New South Wales,150.627749,-34.386414
2021,10,29,1,New South Wales,152.98111,-30.437334
2022,10,31,1,New South Wales,150.792436,-34.207368
2020,3,31,1,New South Wales,153.101403,-29.48962
2020,9,30,1,New South Wales,153.314983,-28.949201
2021,5,9,1,New South Wales,150.519408,-34.451149
2024,2,1,1,New South Wales,152.905808,-31.437226
2020,1,18,1,New South Wales,153.103897,-29.485384
2022,11,30,1,New South Wales,153.314983,-28.949201
2021,12,15,1,New South Wales,153.387873,-28.646862
2020,9,26,1,New South Wales,153.281771,-28.82399
2024,4,25,1,New South Wales,150.44189,-34.47006
2020,10,30,1,New South Wales,149.945227,-36.57753
2022,11,1,1,New South Wales,152.886663,-30.409617
2020,7,23,1,New South Wales,152.801751,-31.127639
2020,,,1,New South Wales,153.435912,-28.968157
2023,9,10,1,New South Wales,153.103865,-29.489582
2021,4,26,1,New South Wales,150.625746,-34.38844
2024,1,15,1,New South Wales,152.80457,-31.49933
2020,10,12,1,New South Wales,153.496317,-28.331738
2021,5,8,1,New South Wales,150.639112,-34.491629
2020,10,30,1,New South Wales,149.958935,-36.568735
2020,10,28,1,New South Wales,149.96897,-36.58553
2020,10,10,1,New South Wales,149.986384,-36.655712
2021,6,26,1,New South Wales,150.627292,-34.42034
2021,6,30,1,New South Wales,150.626468,-34.390582
2020,10,29,1,New South Wales,149.96897,-36.58553
2021,9,30,1,New South Wales,152.832902,-31.474812
2024,1,16,1,New South Wales,152.690045,-31.579407
2021,11,30,1,New South Wales,153.316272,-28.823818
2023,10,30,1,New South Wales,152.189597,-32.229205
2020,10,9,1,New South Wales,149.941793,-36.651646
2021,5,6,1,New South Wales,150.622025,-34.397717
2023,9,12,1,New South Wales,152.616032,-30.332117
2020,10,10,1,New South Wales,149.941793,-36.651646
2023,12,23,1,New South Wales,150.784208,-33.717267
2021,6,1,1,New South Wales,150.62901,-34.390306
2021,6,16,1,New South Wales,150.611363,-34.430722
2020,10,20,1,New South Wales,153.418397,-29.028181
2021,3,1,1,New South Wales,150.603328,-34.436605
2020,1,2,1,New South Wales,152.695777,-31.869252
2022,11,7,1,New South Wales,152.356052,-31.879896
2021,6,5,1,New South Wales,150.624317,-34.389728
2021,10,19,1,New South Wales,152.897748,-31.456388
2020,9,12,1,New South Wales,150.04927,-31.13545
2021,5,23,1,New South Wales,150.630876,-34.388143
2021,3,24,1,New South Wales,150.516863,-34.446301
2021,8,23,1,New South Wales,152.905478,-31.467655
2022,8,30,1,New South Wales,153.620547,-28.656619
2020,10,26,1,New South Wales,149.984095,-36.575978
2023,8,28,1,New South Wales,149.552134,-33.49123
2021,8,1,1,New South Wales,153.103007,-29.487117
2021,5,16,1,New South Wales,150.629023,-34.395229
2024,1,22,1,New South Wales,151.083923,-29.728212
2020,11,12,1,New South Wales,150.003238,-36.547042
2021,6,18,1,New South Wales,150.522153,-34.451421
2021,6,8,1,New South Wales,150.615025,-34.432813
2020,9,6,1,New South Wales,153.094026,-29.488779
2022,10,12,1,New South Wales,150.619592,-31.520218
2023,8,3,1,New South Wales,152.044047,-32.206285
2021,9,21,1,New South Wales,152.876721,-31.448261
2020,2,18,1,New South Wales,152.924528,-31.444529
2021,6,4,1,New South Wales,150.534663,-34.459003
2021,7,20,1,New South Wales,150.516314,-34.448318
2021,8,18,1,New South Wales,150.518629,-34.435555
2021,6,19,1,New South Wales,150.627776,-34.420917
2020,12,9,1,New South Wales,149.960189,-36.280531
2023,9,17,1,New South Wales,152.906513,-31.397361
2020,11,3,1,New South Wales,149.994744,-36.560944
2023,8,3,1,New South Wales,152.210153,-31.56082
2023,3,23,1,New South Wales,153.109369,-29.49046
2021,5,14,1,New South Wales,150.616534,-34.435222
2020,5,,1,New South Wales,152.092594,-32.738241
2021,12,8,1,New South Wales,153.282038,-28.659861
2020,2,28,1,New South Wales,150.789028,-33.508886
2023,10,6,1,New South Wales,152.06384,-32.706596
2023,10,21,1,New South Wales,153.11056,-29.489848
2023,10,22,1,New South Wales,152.381397,-31.916008
2021,4,29,1,New South Wales,150.614888,-34.429574
2022,2,8,1,New South Wales,152.927336,-31.469229
2022,11,25,1,New South Wales,152.795899,-30.884771
2024,3,5,1,New South Wales,150.78523,-33.711613
2022,12,8,1,New South Wales,150.738044,-34.304895
2020,9,15,1,New South Wales,153.003085,-29.184661
2021,4,28,1,New South Wales,150.634571,-34.4203
2022,8,6,1,New South Wales,153.099352,-29.482872
2021,7,22,1,New South Wales,150.62314,-34.38289
2022,6,1,1,New South Wales,152.90074,-31.443074
2021,5,24,1,New South Wales,150.617053,-34.434962
2021,6,9,1,New South Wales,149.257182,-33.543126
2021,11,9,1,New South Wales,152.378253,-31.91099
2021,10,15,1,New South Wales,151.486263,-32.909303
2023,10,23,1,New South Wales,152.923303,-31.476638
2022,3,9,1,New South Wales,153.558471,-28.394095
2021,6,22,1,New South Wales,150.520605,-34.453742
2021,6,19,1,New South Wales,150.597627,-34.45025
2020,10,17,1,New South Wales,151.780333,-32.714185
2022,7,16,1,New South Wales,153.103366,-29.486379
2024,8,15,1,New South Wales,152.488445,-32.353443
2021,8,13,1,New South Wales,151.005752,-34.00339
2021,5,6,1,New South Wales,150.627427,-34.389735
2022,6,24,1,New South Wales,152.072872,-32.711199
2021,5,20,1,New South Wales,150.639071,-34.493097
2021,9,11,1,New South Wales,152.874232,-29.673432
2022,9,26,1,New South Wales,153.109267,-29.490778
2021,8,11,1,New South Wales,150.632061,-34.41825
2023,8,24,1,New South Wales,152.912313,-31.455401
2021,10,8,1,New South Wales,152.91386,-31.429887
2020,11,1,1,New South Wales,149.968131,-36.578885
2023,4,22,1,New South Wales,149.242726,-36.072073
2020,10,30,1,New South Wales,149.968131,-36.578885
2021,1,18,1,New South Wales,152.00351,-32.728513
2021,4,19,1,New South Wales,150.61447,-34.42934
2020,11,26,1,New South Wales,149.917922,-36.474664
2021,5,27,1,New South Wales,150.639698,-34.39347
2021,7,14,1,New South Wales,150.513759,-34.4464
2023,1,2,1,New South Wales,153.075776,-30.355259
2020,8,21,1,New South Wales,153.276362,-28.932217
2022,1,19,1,New South Wales,152.88605,-30.51724
2022,1,9,1,New South Wales,150.8506,-34.082903
2020,10,21,1,New South Wales,153.091087,-29.48756
2020,10,30,1,New South Wales,152.617704,-30.522436
2021,5,19,1,New South Wales,150.520215,-34.452932
2021,6,10,1,New South Wales,150.601376,-34.451604
2023,7,28,1,New South Wales,152.908634,-31.441157
2020,6,29,1,New South Wales,153.458172,-28.804602
2021,8,14,1,New South Wales,150.518452,-34.43748
2023,2,9,1,New South Wales,153.059872,-28.951966
2021,7,10,1,New South Wales,150.630961,-34.388216
2021,8,3,1,New South Wales,151.796381,-32.524306
2023,10,10,1,New South Wales,152.967234,-30.662627
2021,3,9,1,New South Wales,150.525051,-34.460549
2021,4,24,1,New South Wales,150.638869,-34.421817
2022,11,1,1,New South Wales,152.915465,-31.445873
2021,5,9,1,New South Wales,150.639226,-34.491838
2021,12,22,1,New South Wales,149.898037,-36.89271
2021,7,21,1,New South Wales,150.517439,-34.44853
2020,9,12,1,New South Wales,150.842133,-34.070234
2022,5,6,1,New South Wales,152.418213,-31.905008
2020,4,28,1,New South Wales,152.915061,-31.446455
2020,11,3,1,New South Wales,152.03798,-32.732784
2022,3,4,1,New South Wales,152.819394,-31.44913
2022,12,24,1,New South Wales,152.915099,-31.45338
2023,8,9,1,New South Wales,152.920421,-30.505548
2021,9,13,1,New South Wales,152.744978,-30.091962
2023,5,9,1,New South Wales,149.966961,-36.56748
2023,9,29,1,New South Wales,153.316908,-28.834402
2020,11,4,1,New South Wales,149.955017,-36.576791
2023,9,16,1,New South Wales,152.0837,-32.7312
2021,5,16,1,New South Wales,150.637345,-34.423789
2022,4,17,1,New South Wales,153.464903,-28.649564
2021,7,31,1,New South Wales,150.632768,-34.419806
2021,5,8,1,New South Wales,150.637345,-34.423789
2020,7,27,1,New South Wales,153.488933,-28.671975
2024,2,12,1,New South Wales,152.063411,-32.706203
2020,9,27,1,New South Wales,152.899808,-29.631666
2023,12,13,1,New South Wales,152.725103,-30.221909
2022,8,12,1,New South Wales,152.919406,-31.442995
2021,9,25,1,New South Wales,150.549897,-34.462307
2020,1,7,1,New South Wales,152.795725,-30.217086
2021,4,6,1,New South Wales,152.063684,-32.706189
2023,8,8,1,New South Wales,151.036607,-34.036891
2023,4,24,1,New South Wales,149.341526,-36.313317
2020,10,7,1,New South Wales,150.617141,-33.51732
2023,12,31,1,New South Wales,153.101274,-29.4899
2021,2,3,1,New South Wales,153.10387,-29.484665
2023,11,22,1,New South Wales,152.919726,-31.469085
2020,4,20,1,New South Wales,152.880069,-31.484988
2021,6,12,1,New South Wales,150.522447,-34.465797
2021,6,7,1,New South Wales,150.602955,-34.45196
2021,6,11,1,New South Wales,150.611756,-34.430657
2021,6,17,1,New South Wales,150.60478,-34.427284
2022,7,30,1,New South Wales,153.360186,-28.794375
2021,3,6,1,New South Wales,150.603459,-34.435453
2021,5,10,1,New South Wales,150.628081,-34.389684
2022,12,20,1,New South Wales,152.413734,-31.937692
2023,9,9,1,New South Wales,153.108146,-29.490525
2021,7,18,1,New South Wales,150.62421,-34.386219
2021,11,16,1,New South Wales,153.042306,-30.910858
2022,7,30,1,New South Wales,153.55592,-28.399181
2023,2,25,1,New South Wales,152.91449,-31.486174
2023,11,14,1,New South Wales,152.699686,-30.290401
2021,5,8,1,New South Wales,150.622023,-34.398176
2020,2,17,1,New South Wales,153.275632,-28.819715
2021,5,3,1,New South Wales,150.611425,-34.419751
2023,2,19,1,New South Wales,153.21815,-28.830303
2021,5,26,1,New South Wales,150.619828,-34.439145
2021,8,3,1,New South Wales,150.644626,-34.402355
2022,4,28,1,New South Wales,152.077083,-32.722708
2020,5,24,1,New South Wales,150.89747,-34.01117
2021,7,11,1,New South Wales,150.63168,-34.387022
2020,3,21,1,New South Wales,153.328561,-28.81698
2023,2,19,1,New South Wales,153.55577,-28.37847
2020,10,8,1,New South Wales,151.806572,-32.697232
2021,7,8,1,New South Wales,150.51921,-34.447899
2021,6,2,1,New South Wales,150.629818,-34.421038
2022,8,25,1,New South Wales,152.671419,-29.54529
2023,11,1,1,New South Wales,152.782168,-31.483888
2023,8,23,1,New South Wales,150.784826,-33.718702
2021,7,3,1,New South Wales,150.627888,-34.390753
2023,8,23,1,New South Wales,152.927141,-31.469153
2023,6,6,1,New South Wales,150.805444,-34.102731
2021,6,16,1,New South Wales,150.516402,-34.459688
2022,4,6,1,New South Wales,153.103028,-29.489414
2023,9,29,1,New South Wales,150.784496,-33.717233
2023,5,28,1,New South Wales,150.783983,-33.717623
2021,5,10,1,New South Wales,150.615313,-34.434531
2022,12,2,1,New South Wales,153.277501,-28.939088
2020,4,7,1,New South Wales,153.28271,-28.82428
2023,8,6,1,New South Wales,153.104278,-29.480187
2020,11,2,1,New South Wales,149.988655,-36.56931
2022,11,23,1,New South Wales,152.418213,-31.905008
2021,6,2,1,New South Wales,150.519963,-34.45482
2020,10,5,1,New South Wales,152.173157,-32.666898
2023,8,10,1,New South Wales,149.137668,-36.299472
2023,7,5,1,New South Wales,151.78529,-32.681213
2020,4,2,1,New South Wales,152.771907,-31.706394
2021,7,31,1,New South Wales,151.667847,-32.674746
2023,9,8,1,New South Wales,150.785541,-33.712811
2021,1,23,1,New South Wales,152.875654,-29.666331
2021,5,2,1,New South Wales,150.637455,-34.423728
2021,1,22,1,New South Wales,152.901675,-31.446692
2023,9,4,1,New South Wales,150.994716,-34.002266
2021,6,9,1,New South Wales,150.613887,-34.433016
2021,8,23,1,New South Wales,150.514341,-34.447331
2020,11,,1,New South Wales,151.474066,-32.971581
2023,9,10,1,New South Wales,153.074259,-30.886804
2021,6,30,1,New South Wales,150.606199,-34.432108
2021,6,18,1,New South Wales,150.51413,-34.446363
2020,6,30,1,New South Wales,153.469132,-28.26224
2022,2,26,1,New South Wales,152.002122,-32.74226
2023,10,28,1,New South Wales,152.412732,-31.932251
2020,10,13,1,New South Wales,153.145612,-28.558684
2021,5,11,1,New South Wales,150.633071,-34.41754
2023,11,4,1,New South Wales,152.374593,-31.910703
2024,2,13,1,New South Wales,152.063431,-32.706215
2021,7,26,1,New South Wales,153.5282,-28.232026
2022,10,23,1,New South Wales,151.782574,-32.582152
2020,9,20,1,New South Wales,152.176881,-32.531752
2021,4,1,1,New South Wales,150.516829,-34.446724
2021,6,21,1,New South Wales,150.520293,-34.465744
2021,4,22,1,New South Wales,150.070046,-33.801208
2021,5,26,1,New South Wales,150.598007,-34.425979
2021,12,9,1,New South Wales,153.103774,-29.48558
2020,4,18,1,New South Wales,153.310615,-28.822731
2023,8,27,1,New South Wales,151.05798,-29.737008
2021,7,3,1,New South Wales,150.596896,-34.414256
2022,5,10,1,New South Wales,153.493728,-28.254048
2021,9,6,1,New South Wales,152.905478,-31.467655
2023,8,19,1,New South Wales,152.923246,-31.459207
2021,10,31,1,New South Wales,152.850938,-31.554761
2021,5,13,1,New South Wales,150.52266,-34.464837
2021,5,6,1,New South Wales,150.60596,-34.437819
2022,7,16,1,New South Wales,152.915715,-31.444778
2020,10,29,1,New South Wales,149.958935,-36.568735
2022,10,25,1,New South Wales,152.105653,-32.761248
2021,3,2,1,New South Wales,150.520403,-34.468649
2022,8,6,1,New South Wales,153.104122,-29.478805
2021,3,15,1,New South Wales,153.601971,-28.647359
2020,3,18,1,New South Wales,152.686046,-30.481497
2021,10,11,1,New South Wales,153.531976,-28.638162
2021,5,9,1,New South Wales,150.632735,-34.418291
2021,6,7,1,New South Wales,150.607418,-34.450794
2023,4,21,1,New South Wales,153.109331,-29.490539
2020,5,26,1,New South Wales,149.376608,-36.018932
2021,4,29,1,New South Wales,150.639201,-34.489259
2020,11,23,1,New South Wales,153.103838,-29.485604
2021,8,18,1,New South Wales,150.51642,-34.437385
2023,9,22,1,New South Wales,153.395743,-28.959387
2021,7,19,1,New South Wales,153.194794,-28.885311
2023,7,25,1,New South Wales,152.028079,-32.738066
2023,7,28,1,New South Wales,153.011902,-30.42247
2021,5,6,1,New South Wales,150.520004,-34.435781
2020,9,23,1,New South Wales,151.694366,-30.48135
2023,9,23,1,New South Wales,150.867059,-34.062302
2023,11,13,1,New South Wales,153.109739,-29.490227
2021,4,13,1,New South Wales,150.636241,-34.485713
2021,4,22,1,New South Wales,150.638455,-34.42299
2021,12,31,1,New South Wales,152.355335,-31.911765
2022,2,13,1,New South Wales,152.910468,-31.458212
2020,5,4,1,New South Wales,153.018715,-30.364785
2021,6,7,1,New South Wales,150.518859,-34.447252
2020,10,22,1,New South Wales,152.077015,-32.722568
2021,5,30,1,New South Wales,150.6309,-34.388837
2021,12,30,1,New South Wales,150.828654,-34.077477
2020,10,15,1,New South Wales,152.86849,-29.667322
2020,9,10,1,New South Wales,152.693995,-30.326721
2021,7,25,1,New South Wales,150.625487,-34.386055
2021,4,29,1,New South Wales,150.60397,-34.427088
2021,5,1,1,New South Wales,150.624221,-34.388915
2021,9,5,1,New South Wales,153.322187,-28.886532
2021,6,3,1,New South Wales,150.630343,-34.42094
2021,6,25,1,New South Wales,150.627438,-34.420162
2021,6,5,1,New South Wales,150.636732,-34.487994
2023,8,24,1,New South Wales,153.408399,-28.866843
2020,10,,1,New South Wales,150.537335,-34.380735
2020,10,29,1,New South Wales,152.894609,-31.446164
2020,6,5,1,New South Wales,151.735887,-32.515004
2023,5,16,1,New South Wales,152.793992,-31.64233
2021,5,28,1,New South Wales,150.5271,-34.469281
2023,6,22,1,New South Wales,152.909504,-31.439905
2021,8,6,1,New South Wales,153.10813,-29.490306
2020,11,17,1,New South Wales,149.989443,-36.496862
2024,8,23,1,New South Wales,151.985131,-32.391899
2021,7,18,1,New South Wales,150.627941,-34.420452
2021,11,12,1,New South Wales,153.315723,-28.824561
2021,11,10,1,New South Wales,153.523218,-28.21894
2021,8,15,1,New South Wales,153.395088,-28.96002
2022,1,31,1,New South Wales,152.913372,-31.485897
2020,1,31,1,New South Wales,153.314983,-28.949201
2021,7,17,1,New South Wales,150.659147,-34.455024
2023,3,17,1,New South Wales,153.277604,-28.873812
2024,4,7,1,New South Wales,150.990757,-34.029434
2022,7,20,1,New South Wales,153.301928,-28.818314
2020,10,30,1,New South Wales,149.967242,-36.561675
2021,5,10,1,New South Wales,150.521618,-34.466952
2021,7,18,1,New South Wales,153.270841,-29.010748
2021,6,7,1,New South Wales,150.641887,-34.396857
2022,12,3,1,New South Wales,150.791517,-34.203451
2022,10,3,1,New South Wales,152.995484,-30.409118
2020,6,29,1,New South Wales,153.400942,-28.257815
2021,7,28,1,New South Wales,150.63083,-34.420625
2021,9,29,1,New South Wales,153.293096,-28.864686
2021,2,27,1,New South Wales,150.634365,-34.485469
2022,8,1,1,New South Wales,150.793243,-34.144616
2021,3,14,1,New South Wales,150.607652,-34.429973
2021,1,17,1,New South Wales,150.89266,-33.991958
2021,11,16,1,New South Wales,152.919209,-31.474481
2023,9,15,1,New South Wales,152.618565,-30.338947
2023,7,1,1,New South Wales,152.771379,-31.631608
2023,2,3,1,New South Wales,150.835102,-34.069648
2020,11,3,1,New South Wales,149.994744,-36.560944
2021,6,16,1,New South Wales,150.617064,-34.433781
2021,6,8,1,New South Wales,150.518771,-34.447313
2023,11,13,1,New South Wales,150.785077,-33.714063
2020,11,12,1,New South Wales,153.563517,-28.38096
2021,5,31,1,New South Wales,153.314983,-28.949201
2021,9,15,1,New South Wales,152.068748,-32.754666
2022,10,31,1,New South Wales,153.314983,-28.949201
2021,10,20,1,New South Wales,151.794214,-32.589817
2021,10,5,1,New South Wales,153.109396,-29.490511
2021,5,6,1,New South Wales,153.555155,-28.389895
2021,7,20,1,New South Wales,152.889483,-30.238007
2022,11,9,1,New South Wales,149.432716,-33.423971
2021,9,23,1,New South Wales,153.323644,-28.830821
2023,8,16,1,New South Wales,152.063717,-32.706585
2020,9,15,1,New South Wales,153.607267,-28.677151
2020,12,8,1,New South Wales,153.306488,-28.930398
2021,7,11,1,New South Wales,150.626384,-34.421269
2021,5,16,1,New South Wales,150.637356,-34.423789
2020,10,23,1,New South Wales,149.988655,-36.56931
2021,1,5,1,New South Wales,153.103817,-29.484642
2024,9,11,1,New South Wales,153.071949,-30.888135
2021,5,3,1,New South Wales,150.520421,-34.454072
2021,4,23,1,New South Wales,150.62714,-34.396437
2022,9,27,1,New South Wales,152.063459,-32.705915
2023,3,24,1,New South Wales,153.103522,-29.485543
2021,11,19,1,New South Wales,153.334102,-28.85774
2021,5,4,1,New South Wales,150.604169,-34.438028
2022,2,7,1,New South Wales,152.898943,-31.442636
2023,11,4,1,New South Wales,150.784718,-34.198212
2022,12,21,1,New South Wales,153.104181,-29.48198
2021,5,23,1,New South Wales,150.639118,-34.492972
2023,9,12,1,New South Wales,152.811019,-31.653907
2020,11,2,1,New South Wales,149.994744,-36.560944
2021,5,23,1,New South Wales,150.616437,-34.434418
2020,9,20,1,New South Wales,150.89337,-33.971509
2021,12,20,1,New South Wales,150.615067,-34.440873
2023,6,25,1,New South Wales,149.260919,-36.890859
2020,7,25,1,New South Wales,153.497445,-28.636812
2023,11,10,1,New South Wales,152.749135,-31.634804
2023,1,20,1,New South Wales,151.118039,-32.965917
2023,11,10,1,New South Wales,152.403864,-31.928253
2023,10,13,1,New South Wales,153.023516,-30.902802
2020,9,4,1,New South Wales,153.506293,-28.238698
2021,5,3,1,New South Wales,150.520677,-34.436552
2023,11,20,1,New South Wales,152.787035,-31.629488
2023,9,26,1,New South Wales,152.92208,-31.4738
2020,12,9,1,New South Wales,153.300206,-28.886464
2022,6,23,1,New South Wales,152.914879,-31.444905
2021,2,23,1,New South Wales,150.520633,-34.44764
2021,5,13,1,New South Wales,150.637295,-34.423608
2021,1,28,1,New South Wales,152.605373,-31.662153
2021,5,22,1,New South Wales,150.617217,-34.433775
2021,7,9,1,New South Wales,153.46202,-28.650301
2021,7,28,1,New South Wales,150.631292,-34.420075
2021,8,16,1,New South Wales,150.513857,-34.446402
2020,3,15,1,New South Wales,153.1094,-30.29861
2021,5,3,1,New South Wales,150.603913,-34.426808
2021,5,30,1,New South Wales,150.523238,-34.464443
2021,6,10,1,New South Wales,150.605228,-34.437904
2022,8,1,1,New South Wales,150.794735,-34.142422
2021,5,31,1,New South Wales,150.604243,-34.42438
2021,6,28,1,New South Wales,150.596135,-34.411572
2021,4,23,1,New South Wales,150.615392,-34.430981
2023,11,29,1,New South Wales,150.784451,-33.71731
2023,2,22,1,New South Wales,153.31231,-28.815314
2020,10,13,1,New South Wales,153.103822,-29.485576
2023,8,15,1,New South Wales,152.370439,-31.922726
2021,7,4,1,New South Wales,150.643892,-34.393245
2021,7,14,1,New South Wales,150.627333,-34.421188
2023,8,27,1,New South Wales,152.924861,-31.216171
2023,1,29,1,New South Wales,153.31535,-28.819753
2021,8,9,1,New South Wales,150.522415,-34.465778
2023,7,18,1,New South Wales,150.784877,-33.717429
2023,10,16,1,New South Wales,152.798993,-31.649815
2023,5,10,1,New South Wales,153.458938,-28.726034
2021,1,4,1,New South Wales,153.108199,-29.490577
2020,12,7,1,New South Wales,152.70394,-31.713471
2021,7,16,1,New South Wales,150.514973,-34.446569
2021,5,22,1,New South Wales,150.607663,-34.432642
2022,12,14,1,New South Wales,153.24897,-28.764765
2022,4,5,1,New South Wales,151.009987,-34.042369
2021,6,13,1,New South Wales,150.520528,-34.45411
2022,3,5,1,New South Wales,152.064594,-32.701714
2023,11,5,1,New South Wales,152.46988,-31.986035
2021,4,19,1,New South Wales,150.614304,-34.429851
2024,2,24,1,New South Wales,150.784491,-33.717236
2021,10,31,1,New South Wales,150.200434,-29.353937
2021,7,10,1,New South Wales,150.640931,-34.393341
2024,2,9,1,New South Wales,152.161481,-32.714874
2020,9,16,1,New South Wales,153.301525,-28.298507
2022,5,17,1,New South Wales,153.108022,-29.490334
2023,7,27,1,New South Wales,153.308195,-28.849992
2021,7,14,1,New South Wales,150.627323,-34.42117
2021,4,28,1,New South Wales,150.616838,-34.429494
2023,10,29,1,New South Wales,152.198472,-32.23465
2020,12,22,1,New South Wales,151.76992,-32.593843
2020,4,27,1,New South Wales,152.74321,-31.25723
2021,6,14,1,New South Wales,150.604398,-34.438014
2023,9,14,1,New South Wales,153.310688,-28.826871
2021,7,1,1,New South Wales,150.597476,-34.412987
2022,1,9,1,New South Wales,153.302241,-28.819555
2020,10,11,1,New South Wales,153.255785,-28.436217
2022,11,24,1,New South Wales,152.760068,-30.904021
2023,6,23,1,New South Wales,152.888665,-31.248575
2023,12,31,1,New South Wales,152.400639,-31.930495
2020,11,6,1,New South Wales,149.994744,-36.560944
2020,10,9,1,New South Wales,153.481572,-28.542002
2021,7,24,1,New South Wales,152.860256,-29.627572
2022,8,23,1,New South Wales,150.554112,-34.498
2021,4,14,1,New South Wales,150.533009,-34.475648
2024,3,23,1,New South Wales,150.984272,-34.09283
2022,11,18,1,New South Wales,153.555071,-28.674695
2022,8,4,1,New South Wales,150.78925,-34.21475
2021,4,18,1,New South Wales,150.627675,-34.38635
2022,1,2,1,New South Wales,150.614824,-34.439093
2020,5,5,1,New South Wales,152.958078,-30.667929
2024,1,2,1,New South Wales,153.109771,-29.490222
2023,10,15,1,New South Wales,150.834223,-34.072827
2020,11,2,1,New South Wales,149.955017,-36.576791
2022,5,18,1,New South Wales,153.401753,-28.257328
2024,7,26,1,New South Wales,151.971157,-32.180821
2022,6,10,1,New South Wales,152.82796,-31.26849
2021,6,20,1,New South Wales,150.62796,-34.420939
2020,6,15,1,New South Wales,153.094155,-29.488686
2021,5,10,1,New South Wales,150.637302,-34.423752
2020,10,31,1,New South Wales,152.912551,-31.445133
2021,5,25,1,New South Wales,150.631381,-34.419995
2021,3,26,1,New South Wales,150.520452,-34.466252
2022,5,17,1,New South Wales,152.064019,-32.706714
2022,9,17,1,New South Wales,150.82369,-34.141271
2021,9,11,1,New South Wales,150.641735,-34.395691
2024,1,3,1,New South Wales,152.334665,-31.921232
2020,1,3,1,New South Wales,153.104213,-29.489568
2023,9,25,1,New South Wales,150.842026,-34.110287
2021,5,1,1,New South Wales,150.637456,-34.42371
2023,2,8,1,New South Wales,153.104616,-29.477207
2021,8,7,1,New South Wales,150.514541,-34.443883
2021,5,10,1,New South Wales,150.632677,-34.41801
2022,12,15,1,New South Wales,150.92085,-33.96665
2020,11,4,1,New South Wales,149.984303,-36.560469
2021,3,5,1,New South Wales,150.530443,-34.46924
2021,3,29,1,New South Wales,153.364986,-28.810921
2021,7,10,1,New South Wales,150.627046,-34.421318
2021,4,26,1,New South Wales,150.603298,-34.436911
2020,10,29,1,New South Wales,149.967242,-36.561675
2021,9,3,1,New South Wales,150.521621,-34.465735
2023,1,22,1,New South Wales,153.314782,-28.819965
2023,8,12,1,New South Wales,150.785413,-33.716522
2022,11,23,1,New South Wales,152.760068,-30.904021
2021,6,19,1,New South Wales,150.618854,-34.436286
2021,8,14,1,New South Wales,153.521789,-28.683592
2021,7,8,1,New South Wales,150.627559,-34.421274
